pnt_num,y,x,z
11,7397.257,1252.714,178
11,7427.556,1239.083,178
11,7450.127,1227.131,178
11,7469.12,1215.432,178
11,7488.257,1196.842,178
11,7514.531,1172.636,178
11,7536.468,1153.121,178
11,7561.287,1131.602,178
11,7582.184,1113.624,178
11,7594.088,1103.328,178
11,7600.675,1097.95,178
11,7608.034,1095.453,178
11,7619.295,1098.4,178
11,7627.418,1108.031,178
11,7636.182,1125.08,178
11,7632.691,1142.207,178
11,7629.548,1159.167,178
11,7622.67,1185.763,178
11,7618.653,1200.677,178
11,7607.426,1209.483,178
11,7588.89,1215.565,178
11,7563.924,1221.363,178
11,7539.907,1238.59,178
11,7505.334,1265.862,178
11,7468.605,1308.171,178
11,7437.135,1364.052,178
11,7427.767,1379.956,178
11,7412.416,1404.439,178
11,7402.828,1422.817,178
11,7397.773,1434.012,178
11,7388.661,1454.916,178
11,7376.88,1480.674,178
11,7368.099,1499.1,178
11,7351.738,1532.678,178
11,7335.967,1563.527,178
11,7327.575,1579.121,178
11,7314.32,1602.6,178
11,7302.792,1620.065,178
11,7294.597,1631.09,178
11,7278.687,1651.539,178
11,7260.291,1673.839,178
11,7243.936,1692.881,178
11,7227.494,1708.493,178
11,7208.36,1719.439,178
11,7181.817,1725.797,178
11,7142.761,1728.052,178
11,7084.512,1728.303,178
11,7000,1729.055,178
12,7000,1738.563,180
12,7084.576,1736.92,180
12,7143.271,1735.976,180
12,7183.54,1732.68,180
12,7212.187,1724.657,180
12,7233.427,1712.242,180
12,7250.826,1696.446,180
12,7266.056,1679.283,180
12,7283.184,1658.847,180
12,7298.687,1638.768,180
12,7307.116,1627.297,180
12,7320.265,1607.434,180
12,7335.283,1581.315,180
12,7344.378,1564.684,180
12,7360.016,1534.258,180
12,7374.773,1504.019,180
12,7382.454,1487.901,180
12,7392.54,1465.726,180
12,7401.196,1445.49,180
12,7406.52,1433.666,180
12,7418.055,1411.979,180
12,7436.527,1384.29,180
12,7448.685,1367.555,180
12,7471.001,1340.429,180
12,7491.345,1319.127,180
12,7501.914,1309.204,180
12,7517.033,1298.307,180
12,7536.009,1286.635,180
12,7548.948,1278.718,180
12,7576.685,1261.716,180
12,7611.479,1242.176,180
12,7631.645,1231.433,180
12,7661.595,1216.99,180
12,7683.336,1207.293,180
12,7692.598,1202.318,180
12,7699.095,1193,180
12,7700.057,1175.001,180
12,7700.861,1161.42,180
12,7706.364,1130.247,180
12,7721.209,1091.667,180
12,7731.094,1069.395,180
12,7746.418,1035.717,180
12,7749.241,1007.002,180
12,7745.757,993.209,180
12,7726.179,979.688,180
12,7697.843,977.45,180
12,7681.499,978.92,180
12,7657.738,987.064,180
12,7637.162,997.818,180
12,7626.11,1004.322,180
12,7609.031,1016.413,180
12,7589.657,1034.942,180
12,7577.879,1047.296,180
12,7557.321,1070.834,180
12,7537.204,1093.693,180
12,7526.302,1105.827,180
12,7510.277,1123.163,180
12,7493.787,1142.544,180
12,7483.934,1154.428,180
12,7466.371,1175.392,180
12,7446.812,1195.096,180
12,7434.872,1205.404,180
12,7412.499,1219.517,180
12,7383.613,1233.74,180
12,7365.914,1242.188,180
12,7336.054,1256.856,180
12,7309.651,1271.474,180
12,7296.174,1279.933,180
12,7278.101,1295.005,180
12,7258.629,1315.513,180
12,7246.805,1328.506,180
12,7226.364,1351.509,180
12,7208.671,1372.103,180
12,7199.527,1382.652,180
12,7185.966,1397.091,180
12,7167.257,1413.962,180
12,7153.974,1425.202,180
12,7126.721,1445.022,180
12,7094.148,1465.066,180
12,7058.462,1482.962,180
12,7025.028,1497.404,180
12,7000,1507.349,180
13,8000,764.229,182
13,7915.68,767.292,182
13,7858.773,775.749,182
13,7823.359,785.166,182
13,7803.144,792.385,182
13,7790.337,799.353,182
13,7776.771,809.293,182
13,7756.615,824.227,182
13,7731.46,843.238,182
13,7706.323,863.14,182
13,7692.967,874.014,182
13,7674.302,889.88,182
13,7654.693,906.113,182
13,7642.796,915.819,182
13,7621.468,933.2,182
13,7599.387,952.726,182
13,7587.04,964.395,182
13,7567.973,984.824,182
13,7548.218,1008.201,182
13,7536.994,1021.934,182
13,7519.764,1044.16,182
13,7505.548,1064.539,182
13,7498.121,1075.818,182
13,7486.545,1094.648,182
13,7470.521,1119.63,182
13,7460.032,1135.338,182
13,7440.496,1162.606,182
13,7422.781,1185.22,182
13,7413.389,1195.906,182
13,7398.695,1207.556,182
13,7377.407,1219.036,182
13,7363.031,1226.571,182
13,7334.714,1242.337,182
13,7306.293,1260.403,182
13,7291.241,1270.979,182
13,7270.722,1288.779,182
13,7250.795,1309.507,182
13,7239.33,1321.975,182
13,7220.661,1343.103,182
13,7203.834,1363.309,182
13,7193.27,1375.915,182
13,7179.951,1391.147,182
13,7161.194,1409.392,182
13,7154.569,1414.712,182
13,7131.391,1433.327,182
13,7081.118,1463.348,182
13,7000,1499.278,182
13,7000,1748.071,182
13,7084.639,1745.536,182
13,7143.781,1743.9,182
13,7185.262,1739.562,182
13,7216.015,1729.875,182
13,7239.36,1715.99,182
13,7257.715,1700.01,182
13,7271.821,1684.727,182
13,7287.681,1666.155,182
13,7302.776,1646.447,182
13,7311.44,1634.528,182
13,7326.21,1612.269,182
13,7342.991,1583.509,182
13,7352.788,1565.841,182
13,7368.293,1535.837,182
13,7381.448,1508.939,182
13,7388.028,1495.128,182
13,7396.42,1476.536,182
13,7404.62,1456.968,182
13,7410.057,1444.563,182
13,7422.459,1419.902,182
13,7441.117,1389.918,182
13,7453.397,1372.463,182
13,7477.004,1345.772,182
13,7503.163,1324.607,182
13,7517.932,1314.634,182
13,7540.194,1303.916,182
13,7560.524,1295.488,182
13,7572.037,1290.425,182
13,7592.12,1280.251,182
13,7618.483,1267.39,182
13,7635.128,1259.509,182
13,7664.943,1245.737,182
13,7693.321,1231.306,182
13,7708.192,1222.858,182
13,7728.43,1208.06,182
13,7748.305,1189.685,182
13,7760.115,1178.311,182
13,7781.118,1158.2,182
13,7803.825,1138.159,182
13,7816.801,1127.049,182
13,7837.25,1109.665,182
13,7857.278,1089.964,182
13,7870.009,1077.128,182
13,7887.559,1057.271,182
13,7908.483,1037.254,182
13,7934.533,1015.99,182
13,7965.339,982.176,182
13,8000,921.954,182
14,8000,600,184
14,7913.623,624.386,184
14,7836.5,643.672,184
14,7733.773,693.103,184
14,7715.494,703.128,184
14,7705.041,712.741,184
14,7697.751,726.127,184
14,7689.708,746.108,184
14,7677.056,772.818,184
14,7658.356,803.453,184
14,7646.535,820.654,184
14,7626.093,845.63,184
14,7608.262,866.429,184
14,7599.007,877.56,184
14,7585.235,895.537,184
14,7566.485,919.156,184
14,7554.312,934.018,184
14,7532.176,959.849,184
14,7513.84,980.967,184
14,7505.328,991.29,184
14,7496.572,1004.992,184
14,7487.766,1024.324,184
14,7481.586,1038.039,184
14,7467.15,1067.791,184
14,7448.337,1101.838,184
14,7437.222,1120.705,184
14,7419.876,1147.147,184
14,7405.273,1168.178,184
14,7397.471,1178.737,184
14,7384.636,1192.874,184
14,7366.014,1206.948,184
14,7353.374,1215.571,184
14,7327.928,1231.951,184
14,7300.368,1251.316,184
14,7285.168,1262.907,184
14,7263.201,1282.663,184
14,7242.961,1303.501,184
14,7231.856,1315.444,184
14,7214.958,1334.696,184
14,7198.997,1354.515,184
14,7188.79,1367.184,184
14,7174.158,1384.954,184
14,7155.131,1404.821,184
14,7127.284,1428.093,184
14,7079.739,1456.835,184
14,7000,1493.301,184
14,7000,1757.579,184
14,7084.703,1754.153,184
14,7144.292,1751.823,184
14,7186.984,1746.444,184
14,7219.842,1735.092,184
14,7245.292,1719.739,184
14,7264.604,1703.575,184
14,7277.586,1690.171,184
14,7292.177,1673.463,184
14,7306.866,1654.126,184
14,7315.764,1641.76,184
14,7332.155,1617.104,184
14,7350.698,1585.703,184
14,7361.199,1566.998,184
14,7376.571,1537.417,184
14,7388.122,1513.858,184
14,7393.602,1502.355,184
14,7400.299,1487.346,184
14,7408.043,1468.446,184
14,7413.594,1455.46,184
14,7426.863,1427.824,184
14,7445.707,1395.545,184
14,7458.082,1377.376,184
14,7482.791,1351.165,184
14,7514.25,1330.255,184
14,7532.934,1320.294,184
14,7562.211,1309.747,184
14,7584.894,1304.228,184
14,7595.811,1301.758,184
14,7609.911,1297.919,184
14,7628.641,1291.533,184
14,7641.823,1286.52,184
14,7670.556,1273.746,184
14,7704.346,1254.982,184
14,7723.324,1243.297,184
14,7750.43,1223.484,184
14,7771.603,1205.66,184
14,7782.471,1196.262,184
14,7799.096,1182.3,184
14,7821.649,1165.088,184
14,7836.754,1153.767,184
14,7862.96,1135.15,184
14,7885.827,1118.8,184
14,7903.937,1104.868,184
14,7934.645,1078.911,184
14,8000,1022.836,184
15,7861.654,600,186
15,7777.522,631.553,186
15,7687.762,686.291,186
15,7668.092,708.028,186
15,7647.945,731.874,186
15,7627.687,756.328,186
15,7611.059,776.645,186
15,7602.102,788.007,186
15,7591.683,802.796,186
15,7579.175,823.328,186
15,7570.792,837.267,186
15,7553.705,865.102,186
15,7535.388,892.951,186
15,7525.441,907.648,186
15,7511.662,927.616,186
15,7499.73,947.44,186
15,7493.045,959.714,186
15,7481.504,983.882,186
15,7466.891,1014.745,186
15,7457.787,1033.389,186
15,7441.702,1064.115,186
15,7426.303,1091.227,186
15,7418.09,1105.115,186
15,7406.276,1123.828,186
15,7393.749,1143.419,186
15,7385.903,1155.294,186
15,7370.519,1176.29,186
15,7351.333,1196.519,186
15,7339.423,1207.497,186
15,7317.69,1224.185,186
15,7292.816,1243.487,186
15,7278.371,1255.394,186
15,7255.59,1276.617,186
15,7235.126,1297.496,186
15,7224.381,1308.913,186
15,7209.256,1326.29,186
15,7194.16,1345.721,186
15,7184.309,1358.454,186
15,7168.365,1378.76,186
15,7149.067,1400.251,186
15,7123.178,1422.859,186
15,7078.359,1450.321,186
15,7000,1487.323,186
15,7000,1767.087,186
15,7084.767,1762.77,186
15,7144.802,1759.747,186
15,7188.707,1753.326,186
15,7223.669,1740.31,186
15,7251.225,1723.487,186
15,7271.494,1707.14,186
15,7283.351,1695.615,186
15,7296.674,1680.771,186
15,7310.955,1661.804,186
15,7320.054,1649.07,186
15,7337.822,1622.56,186
15,7357.469,1589.995,186
15,7368.263,1571.16,186
15,7383.026,1542.982,186
15,7393.411,1521.563,186
15,7398.293,1511.092,186
15,7404.561,1496.601,186
15,7412.709,1476.399,186
15,7418.613,1462.341,186
15,7432.409,1432.724,186
15,7450.831,1399.766,186
15,7462.643,1381.749,186
15,7485.711,1357.149,186
15,7515.561,1338.164,186
15,7534.348,1329.023,186
15,7568.929,1318.535,186
15,7607.323,1311.462,186
15,7628.762,1308.096,186
15,7659.199,1304.007,186
15,7680.975,1301.362,186
15,7691.298,1299.377,186
15,7704.997,1292.488,186
15,7724.326,1276.204,186
15,7737.563,1264.569,186
15,7763.969,1241.652,186
15,7788.939,1221.242,186
15,7801.753,1211.311,186
15,7818.799,1199.72,186
15,7838.079,1187.108,186
15,7850.934,1178.518,186
15,7873.918,1161.286,186
15,7898.102,1141.705,186
15,7922.754,1120.121,186
15,7954.076,1092.125,186
15,8000,1052.112,186
16,7791.004,600,188
16,7706.666,638.482,188
16,7675.716,669.496,188
16,7652.113,695.165,188
16,7632.742,717.355,188
16,7616.391,736.906,188
16,7602.327,754.404,188
16,7590.574,769.578,188
16,7575.159,789.735,188
16,7556.032,815.04,188
16,7544.407,830.432,188
16,7525.119,855.948,188
16,7509.248,876.967,188
16,7501.634,887.523,188
16,7492.807,902.473,188
16,7483.775,923.181,188
16,7477.697,937.683,188
16,7464.251,968.94,188
16,7446.692,1005.929,188
16,7436.311,1026.715,188
16,7420.295,1056.137,188
16,7407.945,1077.724,188
16,7401.883,1088.235,188
16,7393.398,1102.949,188
16,7381.198,1123.397,188
16,7372.699,1137.111,188
16,7354.986,1163.61,188
16,7335.976,1187.901,188
16,7325.172,1200.229,188
16,7307.414,1216.519,188
16,7285.264,1235.658,188
16,7271.574,1247.881,188
16,7247.978,1270.571,188
16,7227.292,1291.49,188
16,7216.906,1302.381,188
16,7203.553,1317.883,188
16,7189.323,1336.927,188
16,7179.828,1349.723,188
16,7162.571,1372.567,188
16,7143.004,1395.68,188
16,7119.071,1417.625,188
16,7076.98,1443.807,188
16,7000,1481.345,188
16,7000,1776.596,188
16,7084.831,1771.387,188
16,7145.312,1767.671,188
16,7190.429,1760.208,188
16,7227.497,1745.528,188
16,7257.157,1727.235,188
16,7278.383,1710.705,188
16,7289.116,1701.059,188
16,7301.171,1688.079,188
16,7315.045,1669.483,188
16,7324.297,1656.483,188
16,7343.12,1628.844,188
16,7362.992,1597.079,188
16,7373.534,1579.32,188
16,7387.057,1553.851,188
16,7396.854,1532.974,188
16,7401.808,1521.84,188
16,7409.331,1503.786,188
16,7419.03,1479.659,188
16,7425.603,1463.878,188
16,7439.473,1433.601,188
16,7456.665,1402.114,188
16,7467.519,1385.289,188
16,7488.67,1363.029,188
16,7516.873,1346.072,188
16,7534.968,1337.818,188
16,7569.302,1327.845,188
16,7608.333,1320.457,188
16,7630.409,1316.732,188
16,7662.714,1311.644,188
16,7687.702,1307.462,188
16,7699.936,1304.666,188
16,7716.081,1297.213,188
16,7735.193,1282.403,188
16,7747.88,1272.018,188
16,7773.769,1251.407,188
16,7803.139,1231.2,188
16,7819.632,1220.874,188
16,7843.768,1208.309,188
16,7864.419,1198.188,188
16,7877.172,1191.542,188
16,7893.172,1179.64,188
16,7914.167,1161.084,188
16,7942.695,1134.33,188
16,7973.646,1105.208,188
16,8000,1081.388,188
17,7715.508,600,190
17,7693.239,621.776,190
17,7663.671,652.701,190
17,7636.134,682.302,190
17,7617.539,702.835,190
17,7605.096,717.484,190
17,7593.595,732.164,190
17,7579.364,750.945,190
17,7561.171,775.038,190
17,7541.449,801.229,190
17,7530.45,815.84,190
17,7514.147,837.509,190
17,7499.037,857.717,190
17,7490.695,869.393,190
17,7477.637,890.352,190
17,7464.087,917.681,190
17,7456.211,934.891,190
17,7443.1,965.853,190
17,7429.634,996.542,190
17,7422.103,1012.923,190
17,7410.695,1035.507,190
17,7400.26,1055.819,190
17,7394.174,1067.606,190
17,7382.62,1089.158,190
17,7365.661,1117.139,190
17,7354.749,1134.205,190
17,7335.339,1162.268,190
17,7318.654,1184.546,190
17,7310.047,1195.3,190
17,7297.029,1209.146,190
17,7277.712,1227.829,190
17,7264.777,1240.368,190
17,7240.367,1264.525,190
17,7219.458,1285.484,190
17,7209.432,1295.85,190
17,7197.85,1309.477,190
17,7184.486,1328.133,190
17,7175.347,1340.992,190
17,7156.778,1366.374,190
17,7136.941,1391.11,190
17,7114.965,1412.391,190
17,7075.6,1437.294,190
17,7000,1475.367,190
17,7000,1786.104,190
17,7084.877,1780.03,190
17,7145.679,1775.806,190
17,7191.667,1767.803,190
17,7230.264,1752.307,190
17,7261.56,1733.256,190
17,7283.806,1716.503,190
17,7294.325,1707.491,190
17,7306.158,1694.922,190
17,7320.305,1675.713,190
17,7329.883,1662.176,190
17,7349.433,1633.806,190
17,7368.989,1603.547,190
17,7379.016,1587.206,190
17,7391.114,1564.687,190
17,7400.298,1544.386,190
17,7405.323,1532.588,190
17,7414.101,1510.972,190
17,7425.35,1482.92,190
17,7432.593,1465.414,190
17,7446.537,1434.478,190
17,7462.499,1404.463,190
17,7472.395,1388.829,190
17,7491.629,1368.909,190
17,7518.184,1353.981,190
17,7535.551,1346.616,190
17,7569.374,1337.18,190
17,7608.333,1329.536,190
17,7630.578,1325.476,190
17,7664.069,1319.354,190
17,7692.276,1313.387,190
17,7706.657,1309.594,190
17,7726.134,1301.246,190
17,7745.867,1287.795,190
17,7758.232,1278.705,190
17,7782.891,1260.828,190
17,7814.295,1241.606,190
17,7834.532,1229.819,190
17,7862.348,1217.538,190
17,7884.678,1208.548,190
17,7901.555,1199.7,190
17,7932.051,1173.024,190
17,7977.149,1129.1,190
17,8000,1106.844,190
18,7677.882,600,192
18,7620.995,663.103,192
18,7594.132,693.996,192
18,7579.341,713.177,192
18,7562.317,736.763,192
18,7543.344,763.356,192
18,7526.351,787.181,192
18,7515.615,801.997,192
18,7503.064,819.164,192
18,7488.826,838.466,192
18,7479.756,851.262,192
18,7462.468,878.232,192
18,7444.399,912.181,192
18,7434.724,932.098,192
18,7421.95,962.766,192
18,7412.577,987.154,192
18,7407.896,999.132,192
18,7401.094,1014.877,192
18,7392.576,1033.915,192
18,7386.614,1046.85,192
18,7373.033,1074.358,192
18,7354.142,1107.478,192
18,7342.625,1126.38,192
18,7323.906,1154.084,192
18,7308.63,1175.394,192
18,7300.781,1185.963,192
18,7288.622,1200.862,192
18,7270.152,1220.639,192
18,7257.723,1233.572,192
18,7234.142,1257.621,192
18,7213.727,1278.45,192
18,7203.808,1288.92,192
18,7191.83,1303.407,192
18,7177.463,1323.605,192
18,7167.723,1337.42,192
18,7148.735,1363.723,192
18,7129.841,1388.157,192
18,7110.552,1407.636,192
18,7074.182,1430.84,192
18,7000,1469.39,192
18,7000,1795.612,192
18,7084.877,1788.741,192
18,7145.679,1784.48,192
18,7191.667,1777.217,192
18,7230.327,1763.069,192
18,7262.058,1745.074,192
18,7285.486,1728.001,192
18,7298.115,1716.446,192
18,7312.397,1700.577,192
18,7328.551,1678.244,192
18,7338.898,1663.483,192
18,7358.336,1635.396,192
18,7376.192,1608.437,192
18,7385.033,1594.392,192
18,7395.237,1575.434,192
18,7403.742,1555.798,192
18,7408.838,1543.336,192
18,7418.872,1518.157,192
18,7431.671,1486.18,192
18,7439.583,1466.95,192
18,7453.601,1435.355,192
18,7468.333,1406.811,192
18,7477.27,1392.368,192
18,7494.589,1374.79,192
18,7519.496,1361.889,192
18,7536.134,1355.413,192
18,7569.447,1346.515,192
18,7608.333,1338.615,192
18,7630.748,1334.22,192
18,7665.425,1327.064,192
18,7696.851,1319.311,192
18,7713.377,1314.522,192
18,7736.186,1305.28,192
18,7756.541,1293.187,192
18,7768.285,1285.458,192
18,7789.612,1270.772,192
18,7817.345,1253.783,192
18,7835.613,1242.998,192
18,7863.874,1229.12,192
18,7889.449,1217.074,192
18,7911.45,1205.113,192
18,7942.829,1180.002,192
18,7988.413,1136.652,192
18,8000,1125.632,192
19,7636.204,600,194
19,7603.356,636.978,194
19,7576.297,669.169,194
19,7553.646,698.451,194
19,7534.34,726.066,194
19,7518.592,750.717,194
19,7506.937,770.474,194
19,7500.142,782.922,194
19,7490.377,799.397,194
19,7475.5,821.785,194
19,7465.383,836.759,194
19,7445.6,866.433,194
19,7426.775,897.73,194
19,7417.468,914.669,194
19,7407.37,938.118,194
19,7401.097,958.591,194
19,7397.809,970.216,194
19,7391.639,990.903,194
19,7382.088,1017.931,194
19,7375.401,1035.115,194
19,7361.087,1066.773,194
19,7343.465,1099.603,194
19,7333.161,1117.42,194
19,7317.041,1142.234,194
