34.000, 50.000, WRC023, ST, 
0.000, 2.000, WRC024, S2, 
2.000, 10.000, WRC024, SH, 
10.000, 33.000, WRC024, ST, 
33.000, 45.000, WRC024, MU, 
45.000, 50.000, WRC024, ST, 
0.000, 6.000, WRC025, S2, 
6.000, 10.000, WRC025, SH, 
10.000, 58.000, WRC025, ST, 
58.000, 66.000, WRC025, MU, 
66.000, 140.000, WRC025, ST, 
0.000, 8.000, WRC026, S2, 
8.000, 9.000, WRC026, SH, 
9.000, 87.000, WRC026, ST, 
87.000, 97.000, WRC026, MU, 
97.000, 100.000, WRC026, ST, 
0.000, 1.000, WRC027, S2, 
1.000, 2.000, WRC027, IN, 
2.000, 3.000, WRC027, SH, 
3.000, 5.000, WRC027, IN, 
5.000, 10.000, WRC027, SH, 
10.000, 44.000, WRC027, ST, 
44.000, 53.000, WRC027, MU, 
53.000, 60.000, WRC027, ST, 
0.000, 2.000, WRC028, S2, 
2.000, 4.000, WRC028, SH, 
4.000, 85.000, WRC028, ST, 
85.000, 90.000, WRC028, MU, 
90.000, 100.000, WRC028, ST, 
0.000, 2.000, WRC029, S2, 
2.000, 3.000, WRC029, SH, 
3.000, 100.000, WRC029, ST, 
0.000, 1.000, WRC030, S2, 
1.000, 10.000, WRC030, SH, 
10.000, 120.000, WRC030, ST, 
0.000, 12.000, WRC034, B, 
12.000, 125.000, WRC034, ST, 
125.000, 134.000, WRC034, QV1, 
134.000, 150.000, WRC034, ST, 
0.000, 25.000, WRC035, B, 
25.000, 40.000, WRC035, ST, 
0.000, 1.000, WRC036, S2, 
1.000, 2.000, WRC036, IN, 
2.000, 5.000, WRC036, SH, 
5.000, 7.000, WRC036, IN, 
7.000, 9.000, WRC036, SH, 
9.000, 16.000, WRC036, ST, 
16.000, 29.000, WRC036, MU, 
29.000, 70.000, WRC036, ST, 
0.000, 3.000, WRC037, S2, 
3.000, 150.000, WRC037, ST, 
0.000, 2.000, WRC038, S2, 
2.000, 4.000, WRC038, IN, 
4.000, 5.000, WRC038, SH, 
5.000, 9.000, WRC038, IN, 
9.000, 11.000, WRC038, SH, 
11.000, 50.000, WRC038, ST, 
0.000, 6.000, WRC039, S2, 
6.000, 50.000, WRC039, ST, 
0.000, 2.000, WRC040, S2, 
2.000, 4.000, WRC040, IN, 
4.000, 10.000, WRC040, SH, 
10.000, 28.000, WRC040, ST, 
28.000, 39.000, WRC040, QV1, 
39.000, 90.000, WRC040, ST, 
0.000, 6.000, WRC041, S2, 
6.000, 12.000, WRC041, SH, 
12.000, 52.000, WRC041, ST, 
52.000, 64.000, WRC041, MU, 
64.000, 100.000, WRC041, ST, 
0.000, 2.000, WRC042, S2, 
2.000, 5.000, WRC042, IN, 
5.000, 15.000, WRC042, SH, 
15.000, 85.000, WRC042, ST, 
85.000, 90.000, WRC042, MU, 
0.000, 6.000, WRC043, MU, 
6.000, 50.000, WRC043, ST, 
0.000, 5.000, WRC044, B, 
5.000, 100.000, WRC044, ST, 
0.000, 4.000, WRC045, S2, 
4.000, 10.000, WRC045, SH, 
10.000, 17.000, WRC045, ST, 
17.000, 22.000, WRC045, QV1, 
22.000, 100.000, WRC045, ST, 
0.000, 6.000, WRC046, MU, 
6.000, 50.000, WRC046, ST, 
0.000, 1.000, WRC048, S2, 
1.000, 2.000, WRC048, IN, 
2.000, 4.000, WRC048, SH, 
4.000, 7.000, WRC048, IN, 
7.000, 15.000, WRC048, SH, 
15.000, 70.000, WRC048, ST, 
0.000, 1.000, WRC049, S2, 
1.000, 2.000, WRC049, IN, 
2.000, 5.000, WRC049, SH, 
5.000, 6.000, WRC049, IN, 
6.000, 8.000, WRC049, SH, 
8.000, 40.000, WRC049, ST, 
0.000, 1.000, WRC050, S2, 
1.000, 2.000, WRC050, SH, 
2.000, 4.000, WRC050, IN, 
4.000, 15.000, WRC050, SH, 
15.000, 100.000, WRC050, ST, 
0.000, 5.000, WRC051, S2, 
5.000, 8.000, WRC051, SH, 
8.000, 15.000, WRC051, MU, 
15.000, 90.000, WRC051, ST, 
0.000, 3.000, WRC052, S2, 
3.000, 5.000, WRC052, SH, 
5.000, 9.000, WRC052, ST, 
9.000, 14.000, WRC052, QV1, 
14.000, 50.000, WRC052, ST, 
50.000, 60.000, WRC052, QV1, 
60.000, 136.000, WRC052, ST, 
136.000, 145.000, WRC052, MU, 
145.000, 150.000, WRC052, ST, 
0.000, 10.000, WRC053, S2, 
10.000, 12.000, WRC053, SH, 
12.000, 51.000, WRC053, ST, 
51.000, 77.000, WRC053, QV1, 
77.000, 110.000, WRC053, ST, 
0.000, 2.000, WRC054, S2, 
2.000, 3.000, WRC054, SH, 
3.000, 6.000, WRC054, ST, 
6.000, 15.000, WRC054, QV1, 
15.000, 110.000, WRC054, ST, 
0.000, 3.000, WRC055, S2, 
3.000, 6.000, WRC055, IN, 
6.000, 10.000, WRC055, SH, 
10.000, 32.000, WRC055, ST, 
32.000, 39.000, WRC055, QV1, 
39.000, 100.000, WRC055, ST, 
0.000, 2.000, WRC056, S2, 
2.000, 6.000, WRC056, IN, 
6.000, 13.000, WRC056, SH, 
13.000, 50.000, WRC056, ST, 
0.000, 7.000, WRC057, S2, 
7.000, 40.000, WRC057, ST, 
0.000, 2.000, WRC058, S2, 
2.000, 7.000, WRC058, IN, 
7.000, 13.000, WRC058, QV1, 
13.000, 100.000, WRC058, ST, 
0.000, 8.000, WRC059, S2, 
8.000, 20.000, WRC059, SH, 
20.000, 77.000, WRC059, ST, 
77.000, 84.000, WRC059, MU, 
84.000, 90.000, WRC059, ST, 
0.000, 10.000, WRC060, S2, 
10.000, 28.000, WRC060, SH, 
28.000, 44.000, WRC060, ST, 
44.000, 53.000, WRC060, MU, 
53.000, 70.000, WRC060, ST, 
0.000, 5.000, WRC061, S2, 
5.000, 9.000, WRC061, SH, 
9.000, 10.000, WRC061, ST, 
10.000, 15.000, WRC061, MU, 
15.000, 30.000, WRC061, ST, 
0.000, 85.000, WRC062, B, 
85.000, 86.000, WRC062, ST, 
86.000, 97.000, WRC062, QV1, 
97.000, 100.000, WRC062, ST, 
0.000, 1.000, WRC063, S2, 
1.000, 4.000, WRC063, SH, 
4.000, 15.000, WRC063, QV1, 
15.000, 100.000, WRC063, ST, 
0.000, 5.000, WRC065, S2, 
5.000, 7.000, WRC065, SH, 
7.000, 22.000, WRC065, ST, 
22.000, 42.000, WRC065, QV1, 
42.000, 100.000, WRC065, ST, 
0.000, 1.000, WRC066, S2, 
1.000, 3.000, WRC066, SH, 
3.000, 68.000, WRC066, ST, 
68.000, 81.000, WRC066, QV1, 
81.000, 112.000, WRC066, ST, 
112.000, 115.000, WRC066, QV1, 
115.000, 120.000, WRC066, ST, 
0.000, 1.000, WRC067, S2, 
1.000, 2.000, WRC067, IN, 
2.000, 4.000, WRC067, SH, 
4.000, 6.000, WRC067, IN, 
6.000, 18.000, WRC067, SH, 
18.000, 22.000, WRC067, QV1, 
22.000, 100.000, WRC067, ST, 
0.000, 3.000, WRC068, MU, 
3.000, 30.000, WRC068, ST, 
0.000, 5.000, WRC069, S2, 
5.000, 16.000, WRC069, SH, 
16.000, 28.000, WRC069, QV1, 
28.000, 117.000, WRC069, ST, 
117.000, 125.000, WRC069, MU, 
125.000, 140.000, WRC069, ST, 
0.000, 2.000, WRC070, S2, 
2.000, 3.000, WRC070, SH, 
3.000, 13.000, WRC070, ST, 
13.000, 22.000, WRC070, QV1, 
22.000, 43.000, WRC070, ST, 
43.000, 47.000, WRC070, QV1, 
47.000, 72.000, WRC070, ST, 
72.000, 76.000, WRC070, QV1, 
76.000, 100.000, WRC070, ST, 
0.000, 1.000, WRC071, S2, 
1.000, 3.000, WRC071, IN, 
3.000, 4.000, WRC071, SH, 
4.000, 6.000, WRC071, IN, 
6.000, 10.000, WRC071, SH, 
10.000, 16.000, WRC071, MU, 
16.000, 20.000, WRC071, ST, 
0.000, 2.000, WRC072, IN, 
2.000, 3.000, WRC072, SH, 
3.000, 7.000, WRC072, IN, 
7.000, 20.000, WRC072, SH, 
20.000, 30.000, WRC072, ST, 
0.000, 1.000, WRC073, S2, 
1.000, 2.000, WRC073, SH, 
2.000, 77.000, WRC073, ST, 
77.000, 86.000, WRC073, QV1, 
86.000, 130.000, WRC073, ST, 
0.000, 5.000, WRC074, B, 
5.000, 100.000, WRC074, ST, 
0.000, 65.000, WRC075, B, 
65.000, 70.000, WRC075, ST, 
0.000, 1.000, WRC076, S2, 
1.000, 3.000, WRC076, SH, 
3.000, 128.000, WRC076, ST, 
128.000, 138.000, WRC076, QV1, 
138.000, 150.000, WRC076, ST, 
0.000, 3.000, WRC077, S2, 
3.000, 4.000, WRC077, SH, 
4.000, 84.000, WRC077, ST, 
84.000, 104.000, WRC077, QV1, 
104.000, 120.000, WRC077, ST, 
0.000, 74.000, WRC078, B, 
74.000, 80.000, WRC078, ST, 
0.000, 5.000, WRC079, B, 
5.000, 138.000, WRC079, ST, 
138.000, 143.000, WRC079, QV1, 
143.000, 150.000, WRC079, ST, 
0.000, 98.000, WRC080, B, 
98.000, 150.000, WRC080, ST, 
0.000, 153.000, WRC081, B, 
153.000, 155.000, WRC081, ST, 
155.000, 159.000, WRC081, QV1, 
159.000, 170.000, WRC081, ST, 
0.000, 1.000, WRC082, B, 
1.000, 92.000, WRC082, ST, 
92.000, 97.000, WRC082, QV1, 
97.000, 120.000, WRC082, ST, 
0.000, 52.000, WRC083, B, 
52.000, 128.000, WRC083, ST, 
128.000, 133.000, WRC083, QV1, 
133.000, 150.000, WRC083, ST, 
0.000, 84.000, WRC084, B, 
84.000, 150.000, WRC084, ST, 
0.000, 100.000, WRC085, B, 
100.000, 114.000, WRC085, ST, 
114.000, 118.000, WRC085, QV1, 
118.000, 120.000, WRC085, ST, 
0.000, 78.000, WRC086, B, 
78.000, 100.000, WRC086, ST, 
0.000, 80.000, WRC087, B, 
80.000, 89.000, WRC087, ST, 
89.000, 100.000, WRC087, QV1, 
100.000, 120.000, WRC087, ST, 
0.000, 1.000, WRC088, S2, 
1.000, 3.000, WRC088, SH, 
3.000, 20.000, WRC088, ST, 
0.000, 40.000, WRC089, B, 
40.000, 70.000, WRC089, ST, 
0.000, 3.000, WRC090, S2, 
3.000, 5.000, WRC090, SH, 
5.000, 10.000, WRC090, ST, 
10.000, 15.000, WRC090, MU, 
15.000, 70.000, WRC090, ST, 
0.000, 51.000, WRC091, B, 
51.000, 100.000, WRC091, ST, 
0.000, 2.000, WRC092, S2, 
2.000, 3.000, WRC092, SH, 
3.000, 100.000, WRC092, ST, 
0.000, 2.000, WRC093, S2, 
2.000, 3.000, WRC093, SH, 
3.000, 9.000, WRC093, ST, 
9.000, 22.000, WRC093, MU, 
22.000, 100.000, WRC093, ST, 
0.000, 2.000, WRC094, S2, 
2.000, 6.000, WRC094, SH, 
6.000, 67.000, WRC094, ST, 
67.000, 101.000, WRC094, QV1, 
101.000, 140.000, WRC094, ST, 
